pod_name,task_size_range,task_size,recommended_cpu_frequency,current_cpu_frequency,execution_time
pod1,"[1, 8000]",8000,600000,600000,0.497809
pod1,"[1, 8000]",8000,600000,600000,0.488363
pod1,"[1, 8000]",8000,600000,600000,0.473981
pod1,"[1, 8000]",8000,600000,600000,0.491044
pod1,"[1, 8000]",8000,600000,600000,0.461013
pod1,"[1, 8000]",8000,600000,600000,0.49063
pod1,"[1, 8000]",8000,600000,600000,0.482948
pod1,"[1, 8000]",8000,600000,600000,0.48296
pod1,"[1, 8000]",8000,600000,600000,0.469199
pod1,"[1, 8000]",8000,600000,600000,0.46531
pod1,"[1, 10000]",10000,600000,600000,0.60139
pod1,"[1, 10000]",10000,600000,600000,0.584134
pod1,"[1, 10000]",10000,600000,600000,0.588963
pod1,"[1, 10000]",10000,600000,600000,0.584333
pod1,"[1, 10000]",10000,600000,600000,0.580578
pod1,"[1, 10000]",10000,600000,600000,0.607496
pod1,"[1, 10000]",10000,600000,600000,0.596293
pod1,"[1, 10000]",10000,600000,600000,0.592873
pod1,"[1, 10000]",10000,600000,600000,0.605059
pod1,"[1, 10000]",10000,600000,600000,0.58618
